time,temperature_2m,precipitation,relative_humidity_2m,wind_speed_10m,clat,clon
2023-11-09T00:00,20.0,0.0,98,6.6,13.0,77.6
2023-11-09T01:00,20.0,0.0,96,10.1,13.0,77.6
2023-11-09T02:00,21.0,0.0,90,13.4,13.0,77.6
2023-11-09T03:00,22.5,0.0,82,15.6,13.0,77.6
2023-11-09T04:00,24.0,0.0,75,15.1,13.0,77.6
2023-11-09T05:00,25.2,0.1,70,14.1,13.0,77.6
2023-11-09T06:00,26.1,0.0,65,15.1,13.0,77.6
2023-11-09T07:00,27.1,0.0,62,15.2,13.0,77.6
2023-11-09T08:00,26.5,0.0,63,14.5,13.0,77.6
2023-11-09T09:00,22.3,4.8,87,17.3,13.0,77.6
2023-11-09T10:00,23.6,1.4,80,12.6,13.0,77.6
2023-11-09T11:00,24.0,0.1,75,13.3,13.0,77.6
2023-11-09T12:00,23.1,0.0,80,10.4,13.0,77.6
2023-11-09T13:00,22.5,0.0,75,7.7,13.0,77.6
2023-11-09T14:00,22.1,0.0,79,7.3,13.0,77.6
2023-11-09T15:00,21.6,0.0,83,8.6,13.0,77.6
2023-11-09T16:00,21.1,0.0,86,10.1,13.0,77.6
2023-11-09T17:00,20.6,0.0,91,9.7,13.0,77.6
2023-11-09T18:00,20.0,0.0,96,10.4,13.0,77.6
2023-11-09T19:00,19.7,0.0,97,12.3,13.0,77.6
2023-11-09T20:00,19.6,0.0,98,12.3,13.0,77.6
2023-11-09T21:00,19.5,0.0,98,12.4,13.0,77.6
2023-11-09T22:00,19.8,0.0,97,13.0,13.0,77.6
2023-11-09T23:00,20.0,0.0,94,12.1,13.0,77.6
2023-11-10T00:00,20.3,0.0,92,12.1,13.0,77.6
2023-11-10T01:00,19.6,0.0,95,15.5,13.0,77.6
2023-11-10T02:00,20.5,0.0,90,17.3,13.0,77.6
2023-11-10T03:00,22.5,0.0,79,18.4,13.0,77.6
2023-11-10T04:00,24.0,0.0,72,17.0,13.0,77.6
2023-11-10T05:00,24.8,0.0,68,15.8,13.0,77.6
2023-11-10T06:00,26.0,0.1,64,15.5,13.0,77.6
2023-11-10T07:00,27.0,0.2,60,15.9,13.0,77.6
2023-11-10T08:00,27.2,0.3,58,16.3,13.0,77.6
2023-11-10T09:00,27.1,0.1,58,15.5,13.0,77.6
2023-11-10T10:00,27.1,0.1,59,14.9,13.0,77.6
2023-11-10T11:00,26.4,0.1,60,14.4,13.0,77.6
2023-11-10T12:00,25.0,0.0,65,11.4,13.0,77.6
2023-11-10T13:00,23.4,0.0,71,12.2,13.0,77.6
2023-11-10T14:00,22.6,0.0,76,12.6,13.0,77.6
2023-11-10T15:00,22.0,0.0,81,14.0,13.0,77.6
2023-11-10T16:00,21.5,0.0,86,13.0,13.0,77.6
2023-11-10T17:00,21.0,0.0,88,13.3,13.0,77.6
2023-11-10T18:00,20.4,0.0,90,12.2,13.0,77.6
2023-11-10T19:00,19.7,0.0,92,10.6,13.0,77.6
2023-11-10T20:00,18.9,0.0,93,8.8,13.0,77.6
2023-11-10T21:00,18.1,0.0,94,8.2,13.0,77.6
2023-11-10T22:00,17.4,0.0,94,8.9,13.0,77.6
2023-11-10T23:00,17.0,0.0,95,8.9,13.0,77.6
2023-11-11T00:00,16.9,0.0,95,11.3,13.0,77.6
2023-11-11T01:00,17.5,0.0,88,13.3,13.0,77.6
2023-11-11T02:00,19.2,0.0,80,14.0,13.0,77.6
2023-11-11T03:00,21.6,0.0,65,14.3,13.0,77.6
2023-11-11T04:00,24.0,0.0,51,16.3,13.0,77.6
2023-11-11T05:00,25.8,0.0,39,18.4,13.0,77.6
2023-11-11T06:00,27.0,0.0,35,18.5,13.0,77.6
2023-11-11T07:00,27.8,0.0,34,17.7,13.0,77.6
2023-11-11T08:00,28.0,0.0,35,16.8,13.0,77.6
2023-11-11T09:00,27.9,0.0,39,17.4,13.0,77.6
2023-11-11T10:00,27.2,0.0,45,18.2,13.0,77.6
2023-11-11T11:00,26.0,0.0,54,16.4,13.0,77.6
2023-11-11T12:00,24.4,0.0,60,12.2,13.0,77.6
2023-11-11T13:00,22.4,0.0,57,12.7,13.0,77.6
2023-11-11T14:00,21.7,0.0,60,14.9,13.0,77.6
2023-11-11T15:00,20.8,0.0,66,13.4,13.0,77.6
2023-11-11T16:00,20.0,0.0,72,12.2,13.0,77.6
2023-11-11T17:00,19.1,0.0,77,11.7,13.0,77.6
2023-11-11T18:00,18.3,0.0,82,10.6,13.0,77.6
2023-11-11T19:00,17.6,0.0,86,12.3,13.0,77.6
2023-11-11T20:00,17.2,0.0,89,13.0,13.0,77.6
2023-11-11T21:00,16.8,0.0,90,12.9,13.0,77.6
2023-11-11T22:00,16.5,0.0,91,12.2,13.0,77.6
2023-11-11T23:00,16.1,0.0,93,10.4,13.0,77.6
2023-11-12T00:00,15.9,0.0,94,8.7,13.0,77.6
2023-11-12T01:00,16.9,0.0,91,13.5,13.0,77.6
2023-11-12T02:00,19.0,0.0,78,16.1,13.0,77.6
2023-11-12T03:00,21.1,0.0,72,17.1,13.0,77.6
2023-11-12T04:00,23.3,0.0,60,19.1,13.0,77.6
2023-11-12T05:00,25.0,0.0,54,20.0,13.0,77.6
2023-11-12T06:00,26.5,0.0,48,20.4,13.0,77.6
2023-11-12T07:00,27.2,0.0,44,21.3,13.0,77.6
2023-11-12T08:00,27.6,0.0,45,19.9,13.0,77.6
2023-11-12T09:00,27.5,0.0,45,19.0,13.0,77.6
2023-11-12T10:00,27.0,0.0,51,18.4,13.0,77.6
2023-11-12T11:00,26.3,0.0,53,17.7,13.0,77.6
2023-11-12T12:00,24.6,0.0,59,12.0,13.0,77.6
2023-11-12T13:00,21.6,0.0,60,7.2,13.0,77.6
2023-11-12T14:00,20.8,0.0,63,8.1,13.0,77.6
2023-11-12T15:00,20.0,0.0,68,9.4,13.0,77.6
2023-11-12T16:00,19.4,0.0,72,9.8,13.0,77.6
2023-11-12T17:00,18.8,0.0,76,11.0,13.0,77.6
2023-11-12T18:00,18.3,0.0,80,11.3,13.0,77.6
2023-11-12T19:00,17.7,0.0,85,10.9,13.0,77.6
2023-11-12T20:00,16.9,0.0,90,9.7,13.0,77.6
2023-11-12T21:00,16.5,0.0,93,9.3,13.0,77.6
2023-11-12T22:00,16.3,0.0,94,8.2,13.0,77.6
2023-11-12T23:00,16.0,0.0,95,7.9,13.0,77.6
2023-11-13T00:00,15.9,0.0,95,8.6,13.0,77.6
2023-11-13T01:00,16.9,0.0,96,12.3,13.0,77.6
2023-11-13T02:00,19.3,0.0,80,18.7,13.0,77.6
2023-11-13T03:00,21.3,0.0,72,16.9,13.0,77.6
2023-11-13T04:00,23.3,0.0,59,19.1,13.0,77.6
2023-11-13T05:00,25.2,0.0,47,19.7,13.0,77.6
2023-11-13T06:00,26.5,0.0,43,20.2,13.0,77.6
2023-11-13T07:00,27.1,0.0,41,21.4,13.0,77.6
2023-11-13T08:00,27.0,0.0,50,20.4,13.0,77.6
2023-11-13T09:00,26.9,0.0,52,18.1,13.0,77.6
2023-11-13T10:00,27.0,0.0,51,16.2,13.0,77.6
2023-11-13T11:00,26.6,0.0,50,14.6,13.0,77.6
2023-11-13T12:00,24.9,0.0,55,11.1,13.0,77.6
2023-11-13T13:00,22.3,0.0,60,9.7,13.0,77.6
2023-11-13T14:00,21.4,0.0,63,11.3,13.0,77.6
2023-11-13T15:00,20.6,0.0,66,12.1,13.0,77.6
2023-11-13T16:00,20.3,0.0,69,12.8,13.0,77.6
2023-11-13T17:00,19.9,0.0,72,13.9,13.0,77.6
2023-11-13T18:00,19.5,0.0,76,13.8,13.0,77.6
2023-11-13T19:00,18.5,0.0,80,12.7,13.0,77.6
2023-11-13T20:00,18.0,0.0,84,11.6,13.0,77.6
2023-11-13T21:00,18.4,0.0,83,11.8,13.0,77.6
2023-11-13T22:00,18.5,0.0,87,13.8,13.0,77.6
2023-11-13T23:00,18.4,0.0,91,14.1,13.0,77.6
2023-11-14T00:00,18.6,0.0,90,15.1,13.0,77.6
2023-11-14T01:00,19.1,0.0,82,16.3,13.0,77.6
2023-11-14T02:00,19.8,0.0,77,16.7,13.0,77.6
2023-11-14T03:00,20.4,0.0,73,17.6,13.0,77.6
2023-11-14T04:00,21.0,0.3,70,19.1,13.0,77.6
2023-11-14T05:00,22.0,0.1,68,11.6,13.0,77.6
2023-11-14T06:00,22.8,0.0,64,10.9,13.0,77.6
2023-11-14T07:00,24.1,0.0,54,17.3,13.0,77.6
2023-11-14T08:00,23.9,0.0,61,17.1,13.0,77.6
2023-11-14T09:00,23.8,0.0,63,14.7,13.0,77.6
2023-11-14T10:00,23.4,0.1,65,15.3,13.0,77.6
2023-11-14T11:00,22.5,0.1,69,15.0,13.0,77.6
2023-11-14T12:00,21.5,0.1,76,11.6,13.0,77.6
2023-11-14T13:00,21.2,0.0,81,12.3,13.0,77.6
2023-11-14T14:00,20.9,0.0,85,11.5,13.0,77.6
2023-11-14T15:00,20.6,0.0,89,11.5,13.0,77.6
2023-11-14T16:00,20.5,0.0,91,12.7,13.0,77.6
2023-11-14T17:00,20.4,0.0,91,13.8,13.0,77.6
2023-11-14T18:00,20.1,0.0,91,12.6,13.0,77.6
2023-11-14T19:00,19.9,0.0,91,12.5,13.0,77.6
2023-11-14T20:00,19.5,0.0,93,12.8,13.0,77.6
2023-11-14T21:00,19.0,0.0,95,10.7,13.0,77.6
2023-11-14T22:00,18.8,0.0,94,10.3,13.0,77.6
2023-11-14T23:00,18.4,0.0,94,9.7,13.0,77.6
2023-11-15T00:00,18.2,0.0,93,8.9,13.0,77.6
2023-11-15T01:00,18.2,0.0,92,9.2,13.0,77.6
2023-11-15T02:00,19.4,0.0,86,10.4,13.0,77.6
2023-11-15T03:00,20.4,0.0,79,12.6,13.0,77.6
2023-11-15T04:00,21.5,0.0,71,12.4,13.0,77.6
2023-11-15T05:00,23.5,0.0,63,11.9,13.0,77.6
2023-11-15T06:00,26.1,0.0,53,13.3,13.0,77.6
2023-11-15T07:00,27.3,0.0,50,14.5,13.0,77.6
2023-11-15T08:00,27.4,0.2,49,14.7,13.0,77.6
2023-11-15T09:00,26.6,0.6,54,15.6,13.0,77.6
2023-11-15T10:00,26.2,0.2,55,11.8,13.0,77.6
2023-11-15T11:00,26.1,0.0,54,11.8,13.0,77.6
2023-11-15T12:00,23.7,0.0,70,15.3,13.0,77.6
2023-11-15T13:00,22.7,0.0,72,14.6,13.0,77.6
2023-11-15T14:00,21.8,0.0,79,12.1,13.0,77.6
2023-11-15T15:00,21.3,0.0,83,12.3,13.0,77.6
2023-11-15T16:00,21.4,0.0,83,12.7,13.0,77.6
2023-11-15T17:00,20.5,0.0,89,10.9,13.0,77.6
2023-11-15T18:00,20.0,0.0,90,11.3,13.0,77.6
2023-11-15T19:00,19.7,0.0,90,11.2,13.0,77.6
2023-11-15T20:00,19.3,0.0,90,10.1,13.0,77.6
2023-11-15T21:00,19.1,0.0,91,10.6,13.0,77.6
2023-11-15T22:00,18.8,0.0,92,10.7,13.0,77.6
2023-11-15T23:00,18.6,0.0,93,10.3,13.0,77.6
2023-11-16T00:00,18.4,0.0,93,9.8,13.0,77.6
2023-11-16T01:00,18.6,0.0,88,12.2,13.0,77.6
2023-11-16T02:00,20.5,0.0,78,12.7,13.0,77.6
2023-11-16T03:00,23.0,0.0,62,13.7,13.0,77.6
2023-11-16T04:00,25.1,0.0,51,15.0,13.0,77.6
2023-11-16T05:00,26.5,0.0,46,14.4,13.0,77.6
2023-11-16T06:00,27.5,0.0,44,12.3,13.0,77.6
2023-11-16T07:00,28.2,0.0,44,11.0,13.0,77.6
2023-11-16T08:00,28.8,0.0,43,10.2,13.0,77.6
2023-11-16T09:00,28.1,0.0,44,8.4,13.0,77.6
2023-11-16T10:00,28.1,0.0,44,8.0,13.0,77.6
2023-11-16T11:00,27.7,0.0,46,7.6,13.0,77.6
2023-11-16T12:00,26.7,0.0,52,6.1,13.0,77.6
2023-11-16T13:00,25.0,0.0,56,9.9,13.0,77.6
2023-11-16T14:00,23.8,0.0,60,9.1,13.0,77.6
2023-11-16T15:00,22.6,0.0,65,10.0,13.0,77.6
2023-11-16T16:00,22.0,0.0,68,10.9,13.0,77.6
2023-11-16T17:00,21.4,0.0,72,10.2,13.0,77.6
2023-11-16T18:00,20.6,0.0,81,9.4,13.0,77.6
2023-11-16T19:00,20.2,0.0,90,10.8,13.0,77.6
2023-11-16T20:00,19.6,0.0,98,10.9,13.0,77.6
2023-11-16T21:00,19.4,0.0,100,10.2,13.0,77.6
2023-11-16T22:00,19.5,0.0,98,10.8,13.0,77.6
2023-11-16T23:00,19.0,0.0,99,8.6,13.0,77.6
2023-11-17T00:00,19.0,0.0,98,9.7,13.0,77.6
2023-11-17T01:00,19.0,0.0,96,10.0,13.0,77.6
2023-11-17T02:00,20.4,0.0,87,10.2,13.0,77.6
2023-11-17T03:00,22.8,0.0,74,12.3,13.0,77.6
2023-11-17T04:00,24.9,0.0,60,15.7,13.0,77.6
2023-11-17T05:00,26.6,0.0,50,15.7,13.0,77.6
2023-11-17T06:00,27.8,0.0,46,14.5,13.0,77.6
2023-11-17T07:00,28.6,0.0,44,13.1,13.0,77.6
2023-11-17T08:00,29.7,0.0,40,10.9,13.0,77.6
2023-11-17T09:00,29.1,0.0,42,11.3,13.0,77.6
2023-11-17T10:00,28.6,0.0,42,10.8,13.0,77.6
2023-11-17T11:00,27.9,0.0,46,12.0,13.0,77.6
2023-11-17T12:00,26.5,0.0,52,10.3,13.0,77.6
2023-11-17T13:00,24.3,0.0,59,7.6,13.0,77.6
2023-11-17T14:00,23.8,0.0,62,12.0,13.0,77.6
2023-11-17T15:00,22.8,0.0,76,13.4,13.0,77.6
2023-11-17T16:00,21.8,0.0,85,13.5,13.0,77.6
2023-11-17T17:00,21.0,0.0,92,14.7,13.0,77.6
2023-11-17T18:00,20.5,0.0,96,14.9,13.0,77.6
2023-11-17T19:00,20.6,0.0,95,14.4,13.0,77.6
2023-11-17T20:00,20.5,0.0,95,14.8,13.0,77.6
2023-11-17T21:00,20.0,0.0,95,14.1,13.0,77.6
2023-11-17T22:00,19.5,0.0,98,13.8,13.0,77.6
2023-11-17T23:00,19.1,0.0,98,12.3,13.0,77.6
2023-11-18T00:00,18.9,0.0,97,11.2,13.0,77.6
2023-11-18T01:00,19.3,0.0,96,12.4,13.0,77.6
2023-11-18T02:00,20.9,0.0,85,14.3,13.0,77.6
2023-11-18T03:00,23.2,0.0,72,14.6,13.0,77.6
2023-11-18T04:00,25.4,0.0,61,16.2,13.0,77.6
2023-11-18T05:00,26.9,0.0,54,15.6,13.0,77.6
2023-11-18T06:00,28.0,0.0,50,15.0,13.0,77.6
2023-11-18T07:00,29.0,0.0,46,14.8,13.0,77.6
2023-11-18T08:00,29.3,0.0,43,14.7,13.0,77.6
2023-11-18T09:00,29.4,0.0,40,15.2,13.0,77.6
2023-11-18T10:00,29.0,0.0,40,15.1,13.0,77.6
2023-11-18T11:00,28.0,0.0,42,15.2,13.0,77.6
2023-11-18T12:00,26.4,0.0,47,11.0,13.0,77.6
2023-11-18T13:00,24.6,0.0,55,11.8,13.0,77.6
2023-11-18T14:00,23.5,0.0,60,11.1,13.0,77.6
2023-11-18T15:00,22.5,0.0,66,13.0,13.0,77.6
2023-11-18T16:00,21.7,0.0,72,13.7,13.0,77.6
2023-11-18T17:00,20.9,0.0,80,14.1,13.0,77.6
2023-11-18T18:00,20.1,0.0,87,14.2,13.0,77.6
2023-11-18T19:00,19.3,0.0,92,14.1,13.0,77.6
2023-11-18T20:00,18.6,0.0,95,13.4,13.0,77.6
2023-11-18T21:00,18.4,0.0,94,13.7,13.0,77.6
2023-11-18T22:00,18.0,0.0,92,13.7,13.0,77.6
2023-11-18T23:00,17.6,0.0,92,13.1,13.0,77.6
2023-11-19T00:00,17.2,0.0,93,12.3,13.0,77.6
2023-11-19T01:00,17.9,0.0,88,14.3,13.0,77.6
2023-11-19T02:00,19.6,0.0,79,14.3,13.0,77.6
2023-11-19T03:00,22.2,0.0,66,16.3,13.0,77.6
2023-11-19T04:00,24.6,0.0,53,18.8,13.0,77.6
2023-11-19T05:00,26.2,0.0,47,19.4,13.0,77.6
2023-11-19T06:00,27.2,0.0,45,19.2,13.0,77.6
2023-11-19T07:00,28.4,0.0,41,17.9,13.0,77.6
2023-11-19T08:00,29.0,0.0,39,16.6,13.0,77.6
2023-11-19T09:00,29.2,0.0,38,15.3,13.0,77.6
2023-11-19T10:00,28.5,0.0,40,15.6,13.0,77.6
2023-11-19T11:00,27.5,0.0,43,14.5,13.0,77.6
2023-11-19T12:00,26.1,0.0,47,9.4,13.0,77.6
2023-11-19T13:00,24.1,0.0,54,11.8,13.0,77.6
2023-11-19T14:00,23.1,0.0,58,9.9,13.0,77.6
2023-11-19T15:00,21.6,0.0,65,9.8,13.0,77.6
2023-11-19T16:00,20.8,0.0,75,12.4,13.0,77.6
2023-11-19T17:00,20.2,0.0,80,11.9,13.0,77.6
2023-11-19T18:00,19.5,0.0,83,11.5,13.0,77.6
2023-11-19T19:00,19.2,0.0,84,12.7,13.0,77.6
2023-11-19T20:00,18.8,0.0,86,13.8,13.0,77.6
2023-11-19T21:00,18.4,0.0,88,14.3,13.0,77.6
2023-11-19T22:00,18.0,0.0,91,13.1,13.0,77.6
2023-11-19T23:00,17.6,0.0,94,12.4,13.0,77.6
2023-11-20T00:00,17.4,0.0,92,12.0,13.0,77.6
2023-11-20T01:00,18.3,0.0,89,12.6,13.0,77.6
2023-11-20T02:00,19.9,0.0,82,12.6,13.0,77.6
2023-11-20T03:00,22.2,0.0,70,15.2,13.0,77.6
2023-11-20T04:00,24.5,0.0,55,18.9,13.0,77.6
2023-11-20T05:00,26.2,0.0,47,18.9,13.0,77.6
2023-11-20T06:00,27.5,0.0,46,16.4,13.0,77.6
2023-11-20T07:00,28.7,0.0,42,13.7,13.0,77.6
2023-11-20T08:00,27.8,0.0,48,14.1,13.0,77.6
2023-11-20T09:00,27.6,0.0,48,12.4,13.0,77.6
2023-11-20T10:00,26.1,0.0,57,16.6,13.0,77.6
2023-11-20T11:00,24.8,0.0,65,13.4,13.0,77.6
2023-11-20T12:00,24.6,0.0,66,12.8,13.0,77.6
2023-11-20T13:00,22.4,0.1,81,12.9,13.0,77.6
2023-11-20T14:00,21.6,0.0,85,14.6,13.0,77.6
2023-11-20T15:00,21.3,0.0,86,16.6,13.0,77.6
2023-11-20T16:00,20.7,0.0,88,16.1,13.0,77.6
2023-11-20T17:00,20.3,0.0,91,15.6,13.0,77.6
2023-11-20T18:00,20.0,0.0,93,15.3,13.0,77.6
2023-11-20T19:00,19.8,0.0,95,13.7,13.0,77.6
2023-11-20T20:00,19.5,0.0,95,13.2,13.0,77.6
2023-11-20T21:00,19.8,0.0,94,13.3,13.0,77.6
2023-11-20T22:00,19.5,0.0,95,13.5,13.0,77.6
2023-11-20T23:00,19.1,0.0,96,13.2,13.0,77.6
2023-11-21T00:00,19.0,0.0,96,12.7,13.0,77.6
2023-11-21T01:00,19.4,0.0,94,14.1,13.0,77.6
2023-11-21T02:00,20.7,0.0,88,15.9,13.0,77.6
2023-11-21T03:00,23.0,0.0,76,15.9,13.0,77.6
2023-11-21T04:00,25.3,0.0,66,15.8,13.0,77.6
2023-11-21T05:00,28.0,0.0,53,17.8,13.0,77.6
2023-11-21T06:00,26.3,0.9,61,19.7,13.0,77.6
2023-11-21T07:00,27.5,0.2,59,13.5,13.0,77.6
2023-11-21T08:00,28.1,0.1,57,13.7,13.0,77.6
2023-11-21T09:00,28.4,0.1,57,14.6,13.0,77.6
2023-11-21T10:00,25.5,0.5,69,11.0,13.0,77.6
2023-11-21T11:00,24.5,1.2,73,15.9,13.0,77.6
2023-11-21T12:00,23.3,0.5,82,11.9,13.0,77.6
2023-11-21T13:00,22.8,0.0,79,10.7,13.0,77.6
2023-11-21T14:00,22.2,0.0,82,10.5,13.0,77.6
2023-11-21T15:00,22.0,0.0,84,13.1,13.0,77.6
2023-11-21T16:00,21.2,0.0,89,11.5,13.0,77.6
2023-11-21T17:00,20.5,0.0,94,9.4,13.0,77.6
2023-11-21T18:00,20.0,0.0,97,9.8,13.0,77.6
2023-11-21T19:00,20.0,0.0,98,7.2,13.0,77.6
2023-11-21T20:00,20.1,0.0,97,7.4,13.0,77.6
2023-11-21T21:00,20.5,0.0,95,7.7,13.0,77.6
2023-11-21T22:00,20.8,0.0,93,7.1,13.0,77.6
2023-11-21T23:00,20.4,0.0,96,4.7,13.0,77.6
2023-11-22T00:00,19.8,0.0,99,5.5,13.0,77.6
2023-11-22T01:00,20.5,0.0,97,6.6,13.0,77.6
2023-11-22T02:00,21.5,0.0,92,8.6,13.0,77.6
2023-11-22T03:00,23.5,0.1,79,10.6,13.0,77.6
2023-11-22T04:00,24.8,0.0,71,9.0,13.0,77.6
2023-11-22T05:00,26.3,0.1,64,8.3,13.0,77.6
2023-11-22T06:00,27.5,0.1,58,9.3,13.0,77.6
2023-11-22T07:00,28.1,0.1,56,9.1,13.0,77.6
2023-11-22T08:00,28.0,0.2,58,8.6,13.0,77.6
2023-11-22T09:00,28.2,0.0,57,6.7,13.0,77.6
2023-11-22T10:00,27.9,0.0,56,8.9,13.0,77.6
2023-11-22T11:00,23.4,0.9,84,14.0,13.0,77.6
2023-11-22T12:00,23.1,0.1,85,6.3,13.0,77.6
2023-11-22T13:00,21.9,0.1,93,8.4,13.0,77.6
2023-11-22T14:00,21.9,0.0,91,12.7,13.0,77.6
2023-11-22T15:00,21.0,0.0,95,12.3,13.0,77.6
2023-11-22T16:00,20.8,0.0,96,11.5,13.0,77.6
2023-11-22T17:00,20.5,0.0,98,11.2,13.0,77.6
2023-11-22T18:00,20.6,0.0,95,12.0,13.0,77.6
2023-11-22T19:00,20.6,0.0,95,12.0,13.0,77.6
2023-11-22T20:00,20.5,0.0,95,12.6,13.0,77.6
2023-11-22T21:00,20.5,0.0,94,13.0,13.0,77.6
2023-11-22T22:00,20.5,0.0,94,11.2,13.0,77.6
2023-11-22T23:00,20.4,0.0,94,11.2,13.0,77.6
2023-11-23T00:00,19.6,0.0,97,10.5,13.0,77.6
2023-11-23T01:00,20.1,0.0,97,10.8,13.0,77.6
2023-11-23T02:00,20.8,0.0,93,13.3,13.0,77.6
2023-11-23T03:00,22.4,0.0,82,15.1,13.0,77.6
2023-11-23T04:00,24.1,0.0,72,16.2,13.0,77.6
2023-11-23T05:00,24.9,0.0,68,16.7,13.0,77.6
2023-11-23T06:00,24.6,0.1,69,14.7,13.0,77.6
2023-11-23T07:00,26.3,0.0,66,12.5,13.0,77.6
2023-11-23T08:00,27.1,0.1,63,14.3,13.0,77.6
2023-11-23T09:00,25.1,1.0,69,13.0,13.0,77.6
2023-11-23T10:00,25.2,0.7,69,13.4,13.0,77.6
2023-11-23T11:00,21.7,3.5,89,11.8,13.0,77.6
2023-11-23T12:00,22.0,0.0,88,12.1,13.0,77.6
2023-11-23T13:00,21.8,0.0,86,9.9,13.0,77.6
2023-11-23T14:00,21.2,0.0,90,10.4,13.0,77.6
2023-11-23T15:00,20.8,0.0,93,12.8,13.0,77.6
2023-11-23T16:00,20.5,0.0,95,12.5,13.0,77.6
2023-11-23T17:00,20.1,0.0,97,12.0,13.0,77.6
2023-11-23T18:00,19.9,0.0,98,12.2,13.0,77.6
2023-11-23T19:00,20.0,0.0,98,12.8,13.0,77.6
2023-11-23T20:00,20.2,0.0,96,13.0,13.0,77.6
2023-11-23T21:00,20.0,0.0,97,13.9,13.0,77.6
2023-11-23T22:00,20.0,0.0,96,13.9,13.0,77.6
2023-11-23T23:00,19.8,0.0,97,10.9,13.0,77.6
2023-11-24T00:00,19.9,0.0,95,11.6,13.0,77.6
2023-11-24T01:00,19.5,0.0,98,12.9,13.0,77.6
2023-11-24T02:00,20.5,0.0,91,15.0,13.0,77.6
2023-11-24T03:00,22.4,0.0,78,18.2,13.0,77.6
2023-11-24T04:00,24.1,0.0,67,18.5,13.0,77.6
2023-11-24T05:00,25.8,0.0,59,17.9,13.0,77.6
2023-11-24T06:00,26.9,0.0,56,16.4,13.0,77.6
2023-11-24T07:00,26.9,0.0,58,13.8,13.0,77.6
2023-11-24T08:00,27.1,0.3,57,14.7,13.0,77.6
2023-11-24T09:00,26.1,0.5,62,15.4,13.0,77.6
2023-11-24T10:00,24.2,2.7,74,11.2,13.0,77.6
2023-11-24T11:00,23.5,0.1,77,11.0,13.0,77.6
2023-11-24T12:00,22.1,0.1,81,14.1,13.0,77.6
2023-11-24T13:00,22.0,0.0,80,11.2,13.0,77.6
2023-11-24T14:00,21.4,0.0,85,10.1,13.0,77.6
2023-11-24T15:00,20.8,0.0,89,13.7,13.0,77.6
2023-11-24T16:00,20.2,0.0,94,14.1,13.0,77.6
2023-11-24T17:00,19.8,0.0,97,15.3,13.0,77.6
2023-11-24T18:00,19.5,0.0,99,14.4,13.0,77.6
2023-11-24T19:00,19.6,0.0,99,15.5,13.0,77.6
2023-11-24T20:00,19.9,0.0,96,14.8,13.0,77.6
2023-11-24T21:00,20.0,0.0,93,12.7,13.0,77.6
2023-11-24T22:00,19.9,0.0,94,14.4,13.0,77.6
2023-11-24T23:00,19.8,0.0,93,14.4,13.0,77.6
2023-11-25T00:00,19.7,0.0,93,13.3,13.0,77.6
2023-11-25T01:00,20.4,0.0,93,15.8,13.0,77.6
2023-11-25T02:00,21.0,0.0,89,20.5,13.0,77.6
2023-11-25T03:00,22.7,0.0,79,22.0,13.0,77.6
2023-11-25T04:00,24.2,0.0,71,20.2,13.0,77.6
2023-11-25T05:00,25.7,0.0,62,19.5,13.0,77.6
2023-11-25T06:00,26.1,0.1,61,19.1,13.0,77.6
2023-11-25T07:00,27.3,0.1,55,19.8,13.0,77.6
2023-11-25T08:00,27.5,0.2,54,20.9,13.0,77.6
2023-11-25T09:00,27.2,0.4,56,21.8,13.0,77.6
2023-11-25T10:00,26.0,0.6,63,18.5,13.0,77.6
2023-11-25T11:00,25.0,0.1,65,21.0,13.0,77.6
2023-11-25T12:00,23.2,0.0,76,18.2,13.0,77.6
2023-11-25T13:00,22.4,0.0,80,13.3,13.0,77.6
2023-11-25T14:00,21.5,0.0,84,14.4,13.0,77.6
2023-11-25T15:00,20.8,0.0,89,12.1,13.0,77.6
2023-11-25T16:00,20.2,0.0,93,12.4,13.0,77.6
2023-11-25T17:00,20.0,0.0,95,13.1,13.0,77.6
2023-11-25T18:00,19.5,0.0,97,13.0,13.0,77.6
2023-11-25T19:00,19.1,0.0,97,14.0,13.0,77.6
2023-11-25T20:00,18.9,0.0,98,15.5,13.0,77.6
2023-11-25T21:00,19.2,0.0,95,15.9,13.0,77.6
2023-11-25T22:00,19.0,0.0,95,15.9,13.0,77.6
2023-11-25T23:00,19.1,0.0,93,15.1,13.0,77.6
2023-11-26T00:00,18.7,0.0,95,14.5,13.0,77.6
2023-11-26T01:00,19.0,0.0,94,17.3,13.0,77.6
2023-11-26T02:00,19.8,0.0,89,18.8,13.0,77.6
2023-11-26T03:00,21.6,0.0,77,16.9,13.0,77.6
2023-11-26T04:00,23.4,0.0,68,17.3,13.0,77.6
2023-11-26T05:00,25.5,0.0,58,23.8,13.0,77.6
2023-11-26T06:00,25.6,0.0,58,22.0,13.0,77.6
2023-11-26T07:00,26.0,0.1,59,22.3,13.0,77.6
2023-11-26T08:00,26.4,0.2,55,22.4,13.0,77.6
2023-11-26T09:00,26.8,0.3,54,22.0,13.0,77.6
2023-11-26T10:00,26.5,0.0,55,20.2,13.0,77.6
2023-11-26T11:00,25.1,0.0,60,20.2,13.0,77.6
2023-11-26T12:00,23.7,0.0,69,15.6,13.0,77.6
2023-11-26T13:00,22.2,0.0,74,10.8,13.0,77.6
2023-11-26T14:00,21.6,0.0,78,12.2,13.0,77.6
